qhvw-i88d	NYC Public Housing Complaints 2010-Feb 2012	 311 311 service requests 2010 2011 service request status all service requests
txfh-8uny	Bronx Public Recycling Bins	 public recycling bins environmental sustainability green garbage sanitation dsny bins recycle dispose reduce reuse
ypn9-chp6	Staten Island usage 2010	 electricity energy environment planning power utilities
664m-n5th	Gender Of Officers Against Whom Allegations Were Substantiated 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
3btx-p4av	DOF: Cooperative Comparable Rental Income – Manhattan– FY 2008/2009	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough manhattan
h4jy-7dv7	DOF: Summary of Neighborhood Sales in the Bronx for Class 1-, 2- and 3-Family homes - 2008	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough bronx
irhv-jqz7	DOF: Cooperative Comparable Rental Income – Brooklyn – FY 2011/2012	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough brooklyn
7xqy-uv7r	Municipal Parking Facilities (Bronx)	 clean web
ita7-8em7	Tenure Of Officers Against Whom Allegations Were Substantiated 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
vx3m-czxu	Queens 2012	 311 311 service requests 2010 2011 2012 service request status all service requests
ckqr-4mvd	point1	 park parks nature recreation location map cartography geographic
6xg2-tqhi	Agency-Complaint Type-Descriptor ALL	 311 311 service requests 2010 2011 service request status all service requests
h87e-shkn	bathrooms	 park parks nature recreation disability disabled accessible handicap handicap able
jp7y-czvr	Types Of Allegations In Complaints Received 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
utqd-4534	Voting/Poll Sites Map AS OF 09/21/2012	 vote votes voting poll polls polling poll site poll sites site sites election elections
7v3f-yire	NYC City Hall Library Catalog	null
4nft-bihw	Assessment Actions	 reduction action
ssk8-4egt	Directory Of Bronx Future Parks	 dpr park recreation future bronx healthy living
pu5q-qmzc	NCR	 geographic location map cartography basemap empower zone
kwns-jj5g	Gender Of Subject Officers Compared To New York City Police Department Demographics 2005 - 2009-2	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
e86p-rzkc	Directory of medical practices, Brooklyn:	 pcip recognition doctor medical practice directory physician
gvxz-w3sb	Manhattan Open Article 7 Petitions	 tax commission action petition record challenge challenging real property assess law attorney code open article manhattan index issue
niuh-hrin	Commuter Van Services - Vehicles	null
uhzk-s8p2	DUMBO_Park	 park parks nature recreation location map cartography geographic
msue-a3m6	Bronx Grafitti 2010 - current	 311 311 service requests 2010 2011 2012 service request status all service requests
jhq9-vaec	Gender Of Subject Officers Compared To New York City Police Department Demographics 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
uggy-myiz	CCRB: Assignment of Officers against Whom Allegations Were Substantiated 2005 – 2009	 complaint civilian review board activity crime year age demographics 2005 2006 2007 2008 2009 docket incident report substantiation substantiated victim ccrb officer assignment bureau
8y97-m46x	Homeless2004	 311 311 service requests 2004 all service requests
d27a-yn3m	SI	 geographic location map cartography historic landmark preservation preserve conservation conserve interior scenic building district
m7m9-uyrn	CCRB: Attribution of Complaints to Patrol Borough Bronx 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
9mjx-v8ip	2005 Campaign Payments	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
32y8-s55c	FDNY Line Of Duty Deaths	 fdny fire department safety fire safety memorial
vx4s-c7e8	HeatMapLaundry	 laundry license laundromat clothing washing cleaning clothes consumer affairs dca
mwjx-hez7	Wifi hot spots	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
ajex-2pwt	311 View	 311 311 service requests 2010 2011 service request status all service requests
pajr-dyyg	noise	 311 311 service requests 2010 2011 service request status all service requests
85pa-xjkr	Recycling	 311 311 service requests 2010 2011 2012 service request status all service requests
9qyg-x2us	11th street	 311 311 service requests 2010 2011 service request status all service requests
kdig-pewd	Zoning GIS Data: ESRI Shape file	 dcp zoning geographic location map cartography zone district commercial
72n5-tp5u	CCRB: Attribution of Complaints to Transit Bureau 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
ms66-xjfq	2003 Campaign Payments	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
3h6b-pt5u	Total Crime Index For The Nation’s Largest Cities	 crime index nationwide fbi data new york city safest
niy5-4j7q	DOF: Cooperative Comparable Rental Income – Manhattan– FY 2009/2010	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough manhattan
5aqx-h5qg	49th Council Distrct	 local law 48 local law 2011 dcas administrative services nyc government citywide services city council council data spreadsheet excel xls xlsx city city property
bhb6-rpza	NYC Zip Codes	 geographic location map cartography zip code zip code boundary
wpx4-etfg	"Hispanic" students in BK, 2005-2010	null
zpd4-gad8	NYS Math Test Results By Grade 2006-2011 - Boro - By English Proficiency Status	 lifelong learning
2zbg-i8fx	DOF: Cooperative Comparable Rental Income – Staten Island – FY 2011/2012	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough staten island
br3m-auk3	Brooklyn Open Article 7 Petitions	 tax commission action petition record challenge challenging real property assess law attorney code open bronx article index issue
rqzz-2ajy	Commuter Van Services - Drivers	null
saap-twii	Catalog - Datasets Only	null	 opendata catalog catalog dcat datasets directory
i95i-iy8v	Snow4	 311 311 service requests 2010 2011 2012 service request status all service requests
n93v-wpr4	DOHMH	 311 311 service requests 2010 2011 2012 service request status all service requests
qpcz-qh3m	ML_YESTER	 311 311 service requests 2010 2011 2012 service request status all service requests
g2hj-umqj	temp	 311 311 service requests 2010 2011 2012 service request status all service requests
tns8-xqei	Noise 10009	 311 311 service requests 2010 2011 2012 service request status all service requests
rzwv-pu9h	SI Parks	 park parks nature recreation location map cartography geographic
ic5j-pig7	DUMBO	 geographic location map cartography sidewalk doitt gis
ykx2-pdw8	DOF: Cooperative Comparable Rental Income – Queens – FY 2009/2010	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough queens
y6ih-4ijb	FDNY Fire Rule	 fdny fire department safety fire safety fire department rule
m896-nfke	DYCDOACE	 geographic location map cartography basemap beacon youth
s5dv-r7pk	gas	 energy gas power environment utilities planning
22zm-qrtq	CCRB: Age of Substantiated Cases Measured from the Date of Report 2005 - 2009	 complaint civilian review board activity crime year age demographics 2005 2006 2007 2008 2009 docket incident report substantiation substantiated
sqcx-s2vg	Municipal Parking Facilities (Staten Island)	 clean web
fgb7-3q7d	CCRB: Attribution of Complaints to the Detective Bureau 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
fbsa-93dh	Directory Of Zoning Details	 dcp city planning zone dwelling unit
ecem-8bdx	Luxury Limousine Services - Vehicles	null
9xnz-zy2z	CITYWIDE FUELS	 energy power environment planning construction housing property
ax28-pdqn	types of complaints--snow	 311 311 service requests 2010 2011 2012 service request status all service requests
g3x9-phuk	311 Placard Complains - 2010-Present (heat map)	 311 311 service requests 2010 2011 service request status all service requests
6wrh-b4p8	Dirty Water - No ZIPs	 311 311 service requests 2010 2011 2012 service request status all service requests
4jyq-2t35	311 Commerical Noise_10003	 311 311 service requests 2010 2011 2012 service request status all service requests
kjfr-jwqe	STA Complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
rbhw-isg2	Phil test	 geographic location map cartography zip code zip code boundary
